41.655366669,-87.596772185
41.657010614,-87.599358934
41.65736912,-87.591933595
41.658145977,-87.635808786
41.673840482,-87.628545627
41.677121596,-87.63827611
41.678018882,-87.623441125
41.679864218,-87.621850413
41.68995741,-87.637460623
41.697743776,-87.648541199
41.69941558,-87.623301059
41.70111461,-87.623348282
41.706816516,-87.654088394
41.720849489,-87.627431454
41.721916508,-87.551066908
41.725981814,-87.646984908
41.72632605,-87.606999811
41.728121719,-87.657989027
41.73921827,-87.731289442
41.739265865,-87.604893749
41.741047754,-87.64007146
41.742846643,-87.641664382
41.74487608,-87.6163731
41.746140855,-87.652406156
41.748055645,-87.653672181
41.748674558,-87.599048654
41.749873967,-87.552860394
41.750755629,-87.605225614
41.753271303,-87.64653667
41.7636705,-87.5957914
41.766279303,-87.572074514
41.767245969,-87.57632989
41.767245969,-87.57632989
41.767501554,-87.607862513
41.768357569,-87.619660107
41.768813738,-87.620201245
41.770399321,-87.606961064
41.77210183,-87.671641697
41.775193729,-87.711262473
41.776195719,-87.594551732
41.776711023,-87.671429342
41.777421998,-87.681544485
41.7799566,-87.605921959
41.780243493,-87.615319321
41.780253982,-87.614802244
41.780595495,-87.68367553
41.782237362,-87.605529532
41.783469756,-87.605995915
41.784040514,-87.606854782
41.786540224,-87.643757991
41.787955143,-87.634036744
41.788243908,-87.660797881
41.794053947,-87.774548026
41.803667488,-87.590528166
41.809933784,-87.668651835
41.814489708,-87.604478527
41.814793078,-87.698091529
41.815993787,-87.604512831
41.818489616,-87.604715652
41.818983022,-87.641462019
41.823665846,-87.603072021
41.824843121,-87.617015237
41.832099125,-87.620570658
41.837871585,-87.623435005
41.852732872,-87.711176088
41.855850816,-87.674835257
41.86295478,-87.706047579
41.86393215,-87.717789436
41.864308475,-87.658268521
41.865783217,-87.720110283
41.865793456,-87.621510837
41.870473514,-87.719665258
41.876640851,-87.756387662
41.877585867,-87.683123746
41.877864969,-87.627666954
41.878059093,-87.743853454
41.878887088,-87.72424824
41.879150456,-87.755021121
41.879241446,-87.69747934
41.879494129,-87.745955373
41.880656013,-87.698702822
41.881046662,-87.699374632
41.884558667,-87.681613492
41.885280845,-87.686545515
41.885487535,-87.726422045
41.885487535,-87.726422045
41.885487535,-87.726422045
41.885487535,-87.726422045
41.886341726,-87.755286791
41.887717361,-87.731399256
41.888676095,-87.636913058
41.88941436,-87.631065571
41.891948167,-87.628073894
41.893812529,-87.624229924
41.893992694,-87.726044028
41.898455913,-87.688003055
41.898862359,-87.663612814
41.898972415,-87.728961102
41.899701628,-87.667780488
41.900478961,-87.749642063
41.900645013,-87.775316741
41.900889306,-87.768034154
41.901138962,-87.693250896
41.901774026,-87.709414574
41.903136692,-87.648062686
41.90316534,-87.629210442
41.903561493,-87.653509519
41.905884781,-87.755000326
41.907153315,-87.639680572
41.907221245,-87.625628157
41.908876749,-87.675120839
41.911124622,-87.637932903
41.913270306,-87.632916661
41.915497287,-87.643576643
41.917396919,-87.707392238
41.920728602,-87.657093605
41.920895319,-87.682621778
41.921626977,-87.662412101
41.921810888,-87.648935855
41.926894806,-87.717052258
41.927235118,-87.726849666
41.930807556,-87.802068904
41.932156185,-87.644734914
41.947492908,-87.705399618
41.961820579,-87.651541199
41.964235418,-87.654773202
41.964931277,-87.684475643
41.968058759,-87.688209297
41.979988027,-87.786577504
41.98287878,-87.791440835
41.99448592,-87.666216312
41.99967772,-87.681948498
42.002478396,-87.66929687
42.016035274,-87.668927703
42.018429601,-87.668221972
